Reg.,Data,Hora,kW,kvarIND,kvarCAP,SH,SR,FPot.,DCR,UFER
3192,2019-10-29,04:00:00,5,5,0,F,C,71 L,,
3195,2019-10-29,04:15:00,7,7,0,F,C,71 L,,
3198,2019-10-29,04:30:00,5,7,0,F,C,60 L,,
3201,2019-10-29,04:45:00,7,5,0,F,C,80 L,,
3204,2019-10-29,05:00:00,5,7,0,F,C,60 L,,
3207,2019-10-29,05:15:00,7,5,0,F,C,80 L,,
3210,2019-10-29,05:30:00,5,7,0,F,C,60 L,,
3213,2019-10-29,05:45:00,5,7,0,F,C,60 L,,
3216,2019-10-29,06:00:00,7,7,0,F,C,71 L,,
3219,2019-10-29,06:15:00,3,7,0,F,L,45 L,,
3222,2019-10-29,06:30:00,5,7,0,F,L,60 L,,
3225,2019-10-29,06:45:00,5,7,0,F,L,60 L,,
3228,2019-10-29,07:00:00,5,7,0,F,L,60 L,8,3
3231,2019-10-29,07:15:00,7,5,0,F,L,80 L,,
3234,2019-10-29,07:30:00,12,7,0,F,L,87 L,,
3237,2019-10-29,07:45:00,24,7,0,F,L,96 L,,
3240,2019-10-29,08:00:00,52,13,0,F,L,97 L,,
3243,2019-10-29,08:15:00,52,13,0,F,L,97 L,,
3246,2019-10-29,08:30:00,50,12,0,F,L,97 L,,
3249,2019-10-29,08:45:00,47,13,0,F,L,96 L,,
3252,2019-10-29,09:00:00,50,12,0,F,L,97 L,,
3255,2019-10-29,09:15:00,49,12,0,F,L,97 L,,
3258,2019-10-29,09:30:00,47,12,0,F,L,97 L,,
3261,2019-10-29,09:45:00,47,13,0,F,L,96 L,,
3264,2019-10-29,10:00:00,47,12,0,F,L,97 L,,
3267,2019-10-29,10:15:00,40,12,0,F,L,96 L,,
3270,2019-10-29,10:30:00,42,13,0,F,L,95 L,,
3273,2019-10-29,10:45:00,40,12,0,F,L,96 L,,
3276,2019-10-29,11:00:00,45,13,0,F,L,96 L,,
3279,2019-10-29,11:15:00,47,13,0,F,L,96 L,,
3282,2019-10-29,11:30:00,52,13,0,F,L,97 L,,
3285,2019-10-29,11:45:00,50,12,0,F,L,97 L,,
3288,2019-10-29,12:00:00,45,13,0,F,L,96 L,,
3291,2019-10-29,12:15:00,42,10,0,F,L,97 L,,
3294,2019-10-29,12:30:00,42,12,0,F,L,96 L,,
3297,2019-10-29,12:45:00,35,10,0,F,L,96 L,,
3300,2019-10-29,13:00:00,30,10,0,F,L,95 L,,
3303,2019-10-29,13:15:00,34,10,0,F,L,96 L,,
3306,2019-10-29,13:30:00,39,10,0,F,L,97 L,,
3309,2019-10-29,13:45:00,45,13,0,F,L,96 L,,
3312,2019-10-29,14:00:00,50,12,0,F,L,97 L,,
3315,2019-10-29,14:15:00,44,12,0,F,L,97 L,,
3318,2019-10-29,14:30:00,42,10,0,F,L,97 L,,
3321,2019-10-29,14:45:00,45,12,0,F,L,97 L,,
3324,2019-10-29,15:00:00,47,10,0,F,L,98 L,,
3327,2019-10-29,15:15:00,39,10,0,F,L,97 L,,
3330,2019-10-29,15:30:00,45,13,0,F,L,96 L,,
3333,2019-10-29,15:45:00,40,12,0,F,L,96 L,,
3336,2019-10-29,16:00:00,37,12,0,F,L,95 L,,
3339,2019-10-29,16:15:00,39,12,0,F,L,96 L,,
3342,2019-10-29,16:30:00,42,12,0,F,L,96 L,,
3345,2019-10-29,16:45:00,39,12,0,F,L,96 L,,
3348,2019-10-29,17:00:00,37,8,0,F,L,98 L,,
3351,2019-10-29,17:15:00,37,10,0,F,L,96 L,,
3354,2019-10-29,17:30:00,34,8,0,F,L,97 L,,
3357,2019-10-29,17:45:00,32,10,0,F,L,95 L,,
3360,2019-10-29,18:00:00,25,10,0,F,L,93 L,,
3363,2019-10-29,18:15:00,0,2,0,P,L,0 L,,
3366,2019-10-29,18:30:00,2,3,0,P,L,45 L,,
3369,2019-10-29,18:45:00,0,2,0,P,L,0 L,,
3372,2019-10-29,19:00:00,2,2,0,P,L,71 L,2,1
3375,2019-10-29,19:15:00,0,3,0,P,L,0 L,,
3378,2019-10-29,19:30:00,2,3,0,P,L,45 L,,
3381,2019-10-29,19:45:00,0,2,0,P,L,0 L,,
3384,2019-10-29,20:00:00,0,3,0,P,L,0 L,3,2
3387,2019-10-29,20:15:00,2,2,0,P,L,71 L,,
3390,2019-10-29,20:30:00,0,3,0,P,L,0 L,,
3393,2019-10-29,20:45:00,2,2,0,P,L,71 L,,
3396,2019-10-29,21:00:00,2,3,0,P,L,45 L,3,1
3399,2019-10-29,21:15:00,76,35,0,F,L,91 L,,
3402,2019-10-29,21:30:00,74,34,0,F,L,91 L,,
3405,2019-10-29,21:45:00,37,17,0,F,L,91 L,,
3408,2019-10-29,22:00:00,25,13,0,F,L,88 L,54,1
3411,2019-10-29,22:15:00,35,18,0,F,L,89 L,,
3414,2019-10-29,22:30:00,44,25,0,F,L,87 L,,
3417,2019-10-29,22:45:00,15,8,0,F,L,87 L,,
3420,2019-10-29,23:00:00,12,5,0,F,L,92 L,28,1
3423,2019-10-29,23:15:00,10,5,0,F,L,89 L,,
3426,2019-10-29,23:30:00,8,7,0,F,L,78 L,,
3429,2019-10-29,23:45:00,8,5,0,F,L,86 L,,
3432,2019-10-30,00:00:00,10,5,0,F,L,89 L,10,1
3435,2019-10-30,00:15:00,8,5,0,F,C,86 L,,
3438,2019-10-30,00:30:00,8,5,0,F,C,86 L,,
3441,2019-10-30,00:45:00,10,7,0,F,C,83 L,,
3444,2019-10-30,01:00:00,10,5,0,F,C,89 L,,
3447,2019-10-30,01:15:00,8,7,0,F,C,78 L,,
3450,2019-10-30,01:30:00,8,5,0,F,C,86 L,,
3453,2019-10-30,01:45:00,8,5,0,F,C,86 L,,
3456,2019-10-30,02:00:00,7,7,0,F,C,71 L,,
3459,2019-10-30,02:15:00,7,5,0,F,C,80 L,,
3462,2019-10-30,02:30:00,7,5,0,F,C,80 L,,
3465,2019-10-30,02:45:00,5,7,0,F,C,60 L,,
3468,2019-10-30,03:00:00,7,5,0,F,C,80 L,,
3471,2019-10-30,03:15:00,3,5,0,F,C,55 L,,
3474,2019-10-30,03:30:00,5,5,0,F,C,71 L,,
3477,2019-10-30,03:45:00,7,5,0,F,C,80 L,,
3480,2019-10-30,04:00:00,5,5,0,F,C,71 L,,
3483,2019-10-30,04:15:00,5,5,0,F,C,71 L,,
3486,2019-10-30,04:30:00,5,5,0,F,C,71 L,,
3489,2019-10-30,04:45:00,5,5,0,F,C,71 L,,
3492,2019-10-30,05:00:00,5,7,0,F,C,60 L,,
3495,2019-10-30,05:15:00,5,5,0,F,C,71 L,,
3498,2019-10-30,05:30:00,7,5,0,F,C,80 L,,
3501,2019-10-30,05:45:00,3,7,0,F,C,45 L,,
3504,2019-10-30,06:00:00,7,5,0,F,C,80 L,,
3507,2019-10-30,06:15:00,5,5,0,F,L,71 L,,
3510,2019-10-30,06:30:00,3,7,0,F,L,45 L,,
3513,2019-10-30,06:45:00,5,7,0,F,L,60 L,,
3516,2019-10-30,07:00:00,7,7,0,F,L,71 L,7,2
3519,2019-10-30,07:15:00,7,7,0,F,L,71 L,,
3522,2019-10-30,07:30:00,12,7,0,F,L,87 L,,
3525,2019-10-30,07:45:00,24,8,0,F,L,94 L,,
3528,2019-10-30,08:00:00,50,12,0,F,L,97 L,,
3531,2019-10-30,08:15:00,52,12,0,F,L,98 L,,
3534,2019-10-30,08:30:00,52,12,0,F,L,98 L,,
3537,2019-10-30,08:45:00,49,12,0,F,L,97 L,,
3540,2019-10-30,09:00:00,45,12,0,F,L,97 L,,
3543,2019-10-30,09:15:00,50,13,0,F,L,97 L,,
3546,2019-10-30,09:30:00,49,12,0,F,L,97 L,,
3549,2019-10-30,09:45:00,54,13,0,F,L,97 L,,
3552,2019-10-30,10:00:00,55,13,0,F,L,97 L,,
3555,2019-10-30,10:15:00,52,13,0,F,L,97 L,,
3558,2019-10-30,10:30:00,62,15,0,F,L,97 L,,
3561,2019-10-30,10:45:00,64,17,0,F,L,97 L,,
3564,2019-10-30,11:00:00,60,13,0,F,L,98 L,,
3567,2019-10-30,11:15:00,62,15,0,F,L,97 L,,
3570,2019-10-30,11:30:00,66,15,0,F,L,97 L,,
3573,2019-10-30,11:45:00,62,15,0,F,L,97 L,,
3576,2019-10-30,12:00:00,52,13,0,F,L,97 L,,
3579,2019-10-30,12:15:00,37,12,0,F,L,95 L,,
3582,2019-10-30,12:30:00,35,12,0,F,L,95 L,,
3585,2019-10-30,12:45:00,27,8,0,F,L,95 L,,
3588,2019-10-30,13:00:00,32,10,0,F,L,95 L,,
3591,2019-10-30,13:15:00,29,10,0,F,L,94 L,,
3594,2019-10-30,13:30:00,30,8,0,F,L,96 L,,
3597,2019-10-30,13:45:00,29,8,0,F,L,96 L,,
3600,2019-10-30,14:00:00,29,7,0,F,L,97 L,,
3603,2019-10-30,14:15:00,24,7,0,F,L,96 L,,
3606,2019-10-30,14:30:00,25,7,0,F,L,97 L,,
3609,2019-10-30,14:45:00,24,7,0,F,L,96 L,,
3612,2019-10-30,15:00:00,24,7,0,F,L,96 L,,
3615,2019-10-30,15:15:00,20,5,0,F,L,97 L,,
3618,2019-10-30,15:30:00,24,8,0,F,L,94 L,,
3621,2019-10-30,15:45:00,22,8,0,F,L,93 L,,
3624,2019-10-30,16:00:00,22,7,0,F,L,96 L,,
3627,2019-10-30,16:15:00,22,7,0,F,L,96 L,,
3630,2019-10-30,16:30:00,18,5,0,F,L,96 L,,
3633,2019-10-30,16:45:00,20,7,0,F,L,95 L,,
3636,2019-10-30,17:00:00,27,8,0,F,L,95 L,,
3639,2019-10-30,17:15:00,27,8,0,F,L,95 L,,
3642,2019-10-30,17:30:00,18,7,0,F,L,94 L,,
3645,2019-10-30,17:45:00,17,7,0,F,L,93 L,,
3648,2019-10-30,18:00:00,13,7,0,F,L,89 L,,
3651,2019-10-30,18:15:00,0,3,0,P,L,0 L,,
3654,2019-10-30,18:30:00,2,2,0,P,L,71 L,,
3657,2019-10-30,18:45:00,0,3,0,P,L,0 L,,
3660,2019-10-30,19:00:00,2,2,0,P,L,71 L,2,2
3663,2019-10-30,19:15:00,0,3,0,P,L,0 L,,
3666,2019-10-30,19:30:00,0,2,0,P,L,0 L,,
3669,2019-10-30,19:45:00,2,3,0,P,L,45 L,,
3672,2019-10-30,20:00:00,0,2,0,P,L,0 L,2,2
3675,2019-10-30,20:15:00,2,2,0,P,L,71 L,,
3678,2019-10-30,20:30:00,0,3,0,P,L,0 L,,
3681,2019-10-30,20:45:00,2,2,0,P,L,71 L,,
3684,2019-10-30,21:00:00,0,2,0,P,L,0 L,2,1
3687,2019-10-30,21:15:00,2,3,0,F,L,45 L,,
3690,2019-10-30,21:30:00,0,2,0,F,L,0 L,,
3693,2019-10-30,21:45:00,2,2,0,F,L,71 L,,
3696,2019-10-30,22:00:00,0,3,0,F,L,0 L,2,2
3699,2019-10-30,22:15:00,12,7,0,F,L,87 L,,
3702,2019-10-30,22:30:00,8,7,0,F,L,78 L,,
3705,2019-10-30,22:45:00,7,5,0,F,L,80 L,,
3708,2019-10-30,23:00:00,7,5,0,F,L,80 L,9,1
3711,2019-10-30,23:15:00,5,3,0,F,L,83 L,,
3714,2019-10-30,23:30:00,8,5,0,F,L,86 L,,
3717,2019-10-30,23:45:00,7,5,0,F,L,80 L,,
3720,2019-10-31,00:00:00,7,5,0,F,L,80 L,8,1
3723,2019-10-31,00:15:00,8,3,0,F,C,93 L,,
3726,2019-10-31,00:30:00,7,5,0,F,C,80 L,,
3729,2019-10-31,00:45:00,7,5,0,F,C,80 L,,
3732,2019-10-31,01:00:00,13,3,0,F,C,97 L,,
3735,2019-10-31,01:15:00,10,5,0,F,C,89 L,,
3738,2019-10-31,01:30:00,12,5,0,F,C,92 L,,
3741,2019-10-31,01:45:00,12,5,0,F,C,92 L,,
3744,2019-10-31,02:00:00,7,5,0,F,C,80 L,,
3747,2019-10-31,02:15:00,8,5,0,F,C,86 L,,
3750,2019-10-31,02:30:00,7,3,0,F,C,89 L,,
3753,2019-10-31,02:45:00,7,5,0,F,C,80 L,,
3756,2019-10-31,03:00:00,5,5,0,F,C,71 L,,
3759,2019-10-31,03:15:00,7,5,0,F,C,80 L,,
3762,2019-10-31,03:30:00,5,5,0,F,C,71 L,,
3765,2019-10-31,03:45:00,7,5,0,F,C,80 L,,
3768,2019-10-31,04:00:00,5,5,0,F,C,71 L,,
3771,2019-10-31,04:15:00,7,5,0,F,C,80 L,,
3774,2019-10-31,04:30:00,5,5,0,F,C,71 L,,
3777,2019-10-31,04:45:00,7,5,0,F,C,80 L,,
3780,2019-10-31,05:00:00,5,5,0,F,C,71 L,,
3783,2019-10-31,05:15:00,7,5,0,F,C,80 L,,
3786,2019-10-31,05:30:00,5,5,0,F,C,71 L,,
3789,2019-10-31,05:45:00,5,7,0,F,C,60 L,,
3792,2019-10-31,06:00:00,3,5,0,F,C,55 L,,
3795,2019-10-31,06:15:00,5,5,0,F,L,71 L,,
3798,2019-10-31,06:30:00,3,3,0,F,L,71 L,,
3801,2019-10-31,06:45:00,5,5,0,F,L,71 L,,
3804,2019-10-31,07:00:00,12,7,0,F,L,87 L,7,1
3807,2019-10-31,07:15:00,20,7,0,F,L,95 L,,
3810,2019-10-31,07:30:00,25,7,0,F,L,97 L,,
3813,2019-10-31,07:45:00,37,8,0,F,L,98 L,,
3816,2019-10-31,08:00:00,57,13,0,F,L,97 L,,
3819,2019-10-31,08:15:00,59,13,0,F,L,97 L,,
3822,2019-10-31,08:30:00,59,13,0,F,L,97 L,,
3825,2019-10-31,08:45:00,52,12,0,F,L,98 L,,
3828,2019-10-31,09:00:00,57,13,0,F,L,97 L,,
3831,2019-10-31,09:15:00,60,13,0,F,L,98 L,,
3834,2019-10-31,09:30:00,57,12,0,F,L,98 L,,
3837,2019-10-31,09:45:00,59,13,0,F,L,97 L,,
3840,2019-10-31,10:00:00,60,12,0,F,L,98 L,,
3843,2019-10-31,10:15:00,59,13,0,F,L,97 L,,
3846,2019-10-31,10:30:00,57,12,0,F,L,98 L,,
3849,2019-10-31,10:45:00,64,12,0,F,L,98 L,,
3852,2019-10-31,11:00:00,60,15,0,F,L,97 L,,
3855,2019-10-31,11:15:00,57,12,0,F,L,98 L,,
3858,2019-10-31,11:30:00,59,13,0,F,L,97 L,,
3861,2019-10-31,11:45:00,60,15,0,F,L,97 L,,
3864,2019-10-31,12:00:00,57,12,0,F,L,98 L,,
3867,2019-10-31,12:15:00,50,12,0,F,L,97 L,,
3870,2019-10-31,12:30:00,40,10,0,F,L,97 L,,
3873,2019-10-31,12:45:00,29,8,0,F,L,96 L,,
3876,2019-10-31,13:00:00,30,8,0,F,L,96 L,,
3879,2019-10-31,13:15:00,35,10,0,F,L,96 L,,
3882,2019-10-31,13:30:00,42,10,0,F,L,97 L,,
3885,2019-10-31,13:45:00,44,10,0,F,L,97 L,,
3888,2019-10-31,14:00:00,37,8,0,F,L,98 L,,
3891,2019-10-31,14:15:00,35,8,0,F,L,97 L,,
3894,2019-10-31,14:30:00,49,20,0,F,L,92 L,,
3897,2019-10-31,14:45:00,81,39,0,F,L,90 L,,
3900,2019-10-31,15:00:00,82,40,0,F,L,90 L,62,0
3903,2019-10-31,15:15:00,79,37,0,F,L,91 L,,
3906,2019-10-31,15:30:00,81,39,0,F,L,90 L,,
3909,2019-10-31,15:45:00,82,39,0,F,L,91 L,,
3912,2019-10-31,16:00:00,49,20,0,F,L,92 L,74,1
3915,2019-10-31,16:15:00,77,37,0,F,L,90 L,,
3918,2019-10-31,16:30:00,74,35,0,F,L,90 L,,
3921,2019-10-31,16:45:00,37,13,0,F,L,94 L,,
3924,2019-10-31,17:00:00,35,12,0,F,L,95 L,56,0
3927,2019-10-31,17:15:00,32,12,0,F,L,94 L,,
3930,2019-10-31,17:30:00,25,10,0,F,L,93 L,,
3933,2019-10-31,17:45:00,20,10,0,F,L,89 L,,
3936,2019-10-31,18:00:00,20,8,0,F,L,92 L,,
3939,2019-10-31,18:15:00,25,10,0,P,L,93 L,,
3942,2019-10-31,18:30:00,27,10,0,P,L,94 L,,
3945,2019-10-31,18:45:00,29,12,0,P,L,92 L,,
3948,2019-10-31,19:00:00,32,10,0,P,L,95 L,,
3951,2019-10-31,19:15:00,30,12,0,P,L,93 L,,
3954,2019-10-31,19:30:00,35,12,0,P,L,95 L,,
3957,2019-10-31,19:45:00,35,12,0,P,L,95 L,,
3960,2019-10-31,20:00:00,39,12,0,P,L,96 L,,
3963,2019-10-31,20:15:00,39,12,0,P,L,96 L,,
3966,2019-10-31,20:30:00,40,12,0,P,L,96 L,,
3969,2019-10-31,20:45:00,34,8,0,P,L,97 L,,
3972,2019-10-31,21:00:00,34,13,0,P,L,93 L,,
3975,2019-10-31,21:15:00,34,13,0,F,L,93 L,,
3978,2019-10-31,21:30:00,30,15,0,F,L,89 L,,
3981,2019-10-31,21:45:00,27,15,0,F,L,87 L,,
3984,2019-10-31,22:00:00,20,8,0,F,L,92 L,28,0
3987,2019-10-31,22:15:00,22,8,0,F,L,93 L,,
3990,2019-10-31,22:30:00,20,8,0,F,L,92 L,,
3993,2019-10-31,22:45:00,20,8,0,F,L,92 L,,
3996,2019-10-31,23:00:00,15,7,0,F,L,91 L,,
3999,2019-10-31,23:15:00,12,7,0,F,L,87 L,,
4002,2019-10-31,23:30:00,12,5,0,F,L,92 L,,
4005,2019-10-31,23:45:00,12,7,0,F,L,87 L,,
4008,2019-11-01,00:00:00,12,7,0,F,L,87 L,12,1
4011,2019-11-01,00:15:00,12,7,0,F,C,87 L,,
4014,2019-11-01,00:30:00,10,5,0,F,C,89 L,,
4017,2019-11-01,00:45:00,10,5,0,F,C,89 L,,
4020,2019-11-01,01:00:00,8,5,0,F,C,86 L,,
4023,2019-11-01,01:15:00,8,5,0,F,C,86 L,,
4026,2019-11-01,01:30:00,8,7,0,F,C,78 L,,
4029,2019-11-01,01:45:00,8,5,0,F,C,86 L,,
4032,2019-11-01,02:00:00,7,5,0,F,C,80 L,,
4035,2019-11-01,02:15:00,8,7,0,F,C,78 L,,
4038,2019-11-01,02:30:00,7,5,0,F,C,80 L,,
4041,2019-11-01,02:45:00,8,7,0,F,C,78 L,,
4044,2019-11-01,03:00:00,7,5,0,F,C,80 L,,
4047,2019-11-01,03:15:00,7,5,0,F,C,80 L,,
4050,2019-11-01,03:30:00,7,7,0,F,C,71 L,,
4053,2019-11-01,03:45:00,7,5,0,F,C,80 L,,
4056,2019-11-01,04:00:00,8,7,0,F,C,78 L,,
4059,2019-11-01,04:15:00,7,5,0,F,C,80 L,,
4062,2019-11-01,04:30:00,7,5,0,F,C,80 L,,
4065,2019-11-01,04:45:00,8,5,0,F,C,86 L,,
4068,2019-11-01,05:00:00,7,7,0,F,C,71 L,,
4071,2019-11-01,05:15:00,7,7,0,F,C,71 L,,
4074,2019-11-01,05:30:00,7,5,0,F,C,80 L,,
4077,2019-11-01,05:45:00,5,7,0,F,C,60 L,,
4080,2019-11-01,06:00:00,5,7,0,F,C,60 L,,
4083,2019-11-01,06:15:00,5,5,0,F,L,71 L,,
4086,2019-11-01,06:30:00,5,7,0,F,L,60 L,,
4089,2019-11-01,06:45:00,5,5,0,F,L,71 L,,
4092,2019-11-01,07:00:00,5,7,0,F,L,60 L,7,2
4095,2019-11-01,07:15:00,5,5,0,F,L,71 L,,
4098,2019-11-01,07:30:00,12,5,0,F,L,92 L,,
4101,2019-11-01,07:45:00,22,8,0,F,L,93 L,,
4104,2019-11-01,08:00:00,47,12,0,F,L,97 L,,
4107,2019-11-01,08:15:00,50,12,0,F,L,97 L,,
4110,2019-11-01,08:30:00,54,12,0,F,L,98 L,,
4113,2019-11-01,08:45:00,50,12,0,F,L,97 L,,
4116,2019-11-01,09:00:00,50,13,0,F,L,97 L,,
4119,2019-11-01,09:15:00,50,12,0,F,L,97 L,,
4122,2019-11-01,09:30:00,49,10,0,F,L,98 L,,
4125,2019-11-01,09:45:00,50,12,0,F,L,97 L,,
4128,2019-11-01,10:00:00,52,12,0,F,L,98 L,,
4131,2019-11-01,10:15:00,52,12,0,F,L,98 L,,
4134,2019-11-01,10:30:00,47,10,0,F,L,98 L,,
4137,2019-11-01,10:45:00,50,10,0,F,L,98 L,,
4140,2019-11-01,11:00:00,49,10,0,F,L,98 L,,
4143,2019-11-01,11:15:00,47,10,0,F,L,98 L,,
4146,2019-11-01,11:30:00,45,10,0,F,L,98 L,,
4149,2019-11-01,11:45:00,45,10,0,F,L,98 L,,
4152,2019-11-01,12:00:00,40,10,0,F,L,97 L,,
4155,2019-11-01,12:15:00,32,8,0,F,L,97 L,,
4158,2019-11-01,12:30:00,30,8,0,F,L,96 L,,
4161,2019-11-01,12:45:00,25,7,0,F,L,97 L,,
4164,2019-11-01,13:00:00,18,7,0,F,L,94 L,,
4167,2019-11-01,13:15:00,22,8,0,F,L,93 L,,
4170,2019-11-01,13:30:00,34,7,0,F,L,98 L,,
4173,2019-11-01,13:45:00,32,8,0,F,L,97 L,,
4176,2019-11-01,14:00:00,32,8,0,F,L,97 L,,
4179,2019-11-01,14:15:00,30,8,0,F,L,96 L,,
4182,2019-11-01,14:30:00,29,8,0,F,L,96 L,,
4185,2019-11-01,14:45:00,27,8,0,F,L,95 L,,
4188,2019-11-01,15:00:00,27,8,0,F,L,95 L,,
4191,2019-11-01,15:15:00,30,10,0,F,L,95 L,,
4194,2019-11-01,15:30:00,32,8,0,F,L,97 L,,
4197,2019-11-01,15:45:00,29,10,0,F,L,94 L,,
4200,2019-11-01,16:00:00,30,8,0,F,L,96 L,,
4203,2019-11-01,16:15:00,30,10,0,F,L,95 L,,
4206,2019-11-01,16:30:00,30,8,0,F,L,96 L,,
4209,2019-11-01,16:45:00,27,8,0,F,L,95 L,,
4212,2019-11-01,17:00:00,29,10,0,F,L,94 L,,
4215,2019-11-01,17:15:00,24,8,0,F,L,94 L,,
4218,2019-11-01,17:30:00,29,10,0,F,L,94 L,,
4221,2019-11-01,17:45:00,20,8,0,F,L,92 L,,
4224,2019-11-01,18:00:00,24,8,0,F,L,94 L,,
4227,2019-11-01,18:15:00,24,8,0,P,L,94 L,,
4230,2019-11-01,18:30:00,29,8,0,P,L,96 L,,
4233,2019-11-01,18:45:00,30,10,0,P,L,95 L,,
4236,2019-11-01,19:00:00,30,8,0,P,L,96 L,,
4239,2019-11-01,19:15:00,35,8,0,P,L,97 L,,
4242,2019-11-01,19:30:00,35,10,0,P,L,96 L,,
4245,2019-11-01,19:45:00,34,8,0,P,L,97 L,,
4248,2019-11-01,20:00:00,34,10,0,P,L,96 L,,
4251,2019-11-01,20:15:00,34,10,0,P,L,96 L,,
4254,2019-11-01,20:30:00,27,8,0,P,L,95 L,,
4257,2019-11-01,20:45:00,25,8,0,P,L,95 L,,
4260,2019-11-01,21:00:00,29,10,0,P,L,94 L,,
4263,2019-11-01,21:15:00,34,8,0,F,L,97 L,,
4266,2019-11-01,21:30:00,34,10,0,F,L,96 L,,
4269,2019-11-01,21:45:00,34,8,0,F,L,97 L,,
4272,2019-11-01,22:00:00,29,8,0,F,L,96 L,,
4275,2019-11-01,22:15:00,29,8,0,F,L,96 L,,
4278,2019-11-01,22:30:00,25,8,0,F,L,95 L,,
4281,2019-11-01,22:45:00,20,7,0,F,L,95 L,,
4284,2019-11-01,23:00:00,13,5,0,F,L,94 L,,
4287,2019-11-01,23:15:00,10,7,0,F,L,83 L,,
4290,2019-11-01,23:30:00,7,5,0,F,L,80 L,,
4293,2019-11-01,23:45:00,7,5,0,F,L,80 L,,
4296,2019-11-02,00:00:00,5,5,0,F,L,71 L,8,1
4299,2019-11-02,00:15:00,5,5,0,F,C,71 L,,
4302,2019-11-02,00:30:00,5,7,0,F,C,60 L,,
4305,2019-11-02,00:45:00,5,5,0,F,C,71 L,,
4308,2019-11-02,01:00:00,5,5,0,F,C,71 L,,
4311,2019-11-02,01:15:00,5,7,0,F,C,60 L,,
4314,2019-11-02,01:30:00,5,5,0,F,C,71 L,,
4317,2019-11-02,01:45:00,3,5,0,F,C,55 L,,
4320,2019-11-02,02:00:00,5,7,0,F,C,60 L,,
4323,2019-11-02,02:15:00,5,7,0,F,C,60 L,,
4326,2019-11-02,02:30:00,5,5,0,F,C,71 L,,
4329,2019-11-02,02:45:00,5,7,0,F,C,60 L,,
4332,2019-11-02,03:00:00,3,5,0,F,C,55 L,,
4335,2019-11-02,03:15:00,5,7,0,F,C,60 L,,
4338,2019-11-02,03:30:00,5,5,0,F,C,71 L,,
4341,2019-11-02,03:45:00,5,7,0,F,C,60 L,,
4344,2019-11-02,04:00:00,3,7,0,F,C,45 L,,
4347,2019-11-02,04:15:00,5,5,0,F,C,71 L,,
4350,2019-11-02,04:30:00,5,7,0,F,C,60 L,,
4353,2019-11-02,04:45:00,5,7,0,F,C,60 L,,
4356,2019-11-02,05:00:00,5,5,0,F,C,71 L,,
4359,2019-11-02,05:15:00,3,5,0,F,C,55 L,,
4362,2019-11-02,05:30:00,5,5,0,F,C,71 L,,
4365,2019-11-02,05:45:00,5,7,0,F,C,60 L,,
4368,2019-11-02,06:00:00,5,7,0,F,C,60 L,,
4371,2019-11-02,06:15:00,3,5,0,F,L,55 L,,
4374,2019-11-02,06:30:00,7,7,0,F,L,71 L,,
4377,2019-11-02,06:45:00,7,5,0,F,L,80 L,,
4380,2019-11-02,07:00:00,5,5,0,F,L,71 L,7,2
4383,2019-11-02,07:15:00,7,7,0,F,L,71 L,,
4386,2019-11-02,07:30:00,10,7,0,F,L,83 L,,
4389,2019-11-02,07:45:00,12,5,0,F,L,92 L,,
4392,2019-11-02,08:00:00,12,7,0,F,L,87 L,11,1
4395,2019-11-02,08:15:00,13,7,0,F,L,89 L,,
4398,2019-11-02,08:30:00,15,7,0,F,L,91 L,,
4401,2019-11-02,08:45:00,18,8,0,F,L,91 L,,
4404,2019-11-02,09:00:00,18,8,0,F,L,91 L,17,0
4407,2019-11-02,09:15:00,18,8,0,F,L,91 L,,
4410,2019-11-02,09:30:00,20,8,0,F,L,92 L,,
4413,2019-11-02,09:45:00,20,8,0,F,L,92 L,,
4416,2019-11-02,10:00:00,18,7,0,F,L,94 L,,
4419,2019-11-02,10:15:00,18,8,0,F,L,91 L,,
4422,2019-11-02,10:30:00,18,7,0,F,L,94 L,,
4425,2019-11-02,10:45:00,15,7,0,F,L,91 L,,
4428,2019-11-02,11:00:00,18,8,0,F,L,91 L,18,0
4431,2019-11-02,11:15:00,22,8,0,F,L,93 L,,
4434,2019-11-02,11:30:00,20,8,0,F,L,92 L,,
4437,2019-11-02,11:45:00,20,8,0,F,L,92 L,,
4440,2019-11-02,12:00:00,18,8,0,F,L,91 L,,
4443,2019-11-02,12:15:00,20,8,0,F,L,92 L,,
4446,2019-11-02,12:30:00,20,10,0,F,L,89 L,,
4449,2019-11-02,12:45:00,22,8,0,F,L,93 L,,
4452,2019-11-02,13:00:00,24,10,0,F,L,92 L,21,0
4455,2019-11-02,13:15:00,24,10,0,F,L,92 L,,
4458,2019-11-02,13:30:00,30,12,0,F,L,93 L,,
4461,2019-11-02,13:45:00,35,13,0,F,L,93 L,,
4464,2019-11-02,14:00:00,29,12,0,F,L,92 L,,
4467,2019-11-02,14:15:00,22,12,0,F,L,88 L,,
4470,2019-11-02,14:30:00,20,10,0,F,L,89 L,,
4473,2019-11-02,14:45:00,22,12,0,F,L,88 L,,
4476,2019-11-02,15:00:00,22,10,0,F,L,91 L,22,1
4479,2019-11-02,15:15:00,20,10,0,F,L,89 L,,
4482,2019-11-02,15:30:00,20,10,0,F,L,89 L,,
4485,2019-11-02,15:45:00,18,10,0,F,L,88 L,,
4488,2019-11-02,16:00:00,20,10,0,F,L,89 L,20,1
4491,2019-11-02,16:15:00,17,10,0,F,L,86 L,,
